espn_athlete_id,player_name,team,status,injury_type,injury_location,injury_side,return_date,short_comment,long_comment,reported_at,fetched_at_utc,source_name
-2010288,Andrew Vorhees,BAL,Active,,,,,,,2026-09-21 13:21:00,2026-09-24 20:37:16.310505,espn
-2010289,Gerad Lichtenhan,BAL,Active,,,,,,,2026-09-21 13:21:00,2026-09-24 20:37:16.310505,espn
-2010290,Joe Fagnano,BAL,Active,,,,,,,2026-09-21 13:21:00,2026-09-24 20:37:16.310505,espn
638440,Tyler Loop,BAL,Active,,,,,Loop went 1-for-2 on field-goal attempts and 2-for-2 on PATs in Sunday's 24-17 loss to the Saints.,Loop had his first field-goal try from 49 yards blocked in the second quarter before converting from 49 yards in the third quarter. It was a step back from Loop's Week 1 in which he made all seven kicks. He'll be in line for a big rebound game next Sunday in a potential shootout under the dome at AT&amp;T Stadium against the Cowboys.,2026-09-21 10:38:00,2026-09-24 20:37:16.310505,espn
638252,Rashod Bateman,BAL,Active,,,,,Bateman caught seven of nine targets for 88 yards and a touchdown in Sunday's 24-17 loss to New Orleans.,"With Zay Flowers (hamstring) unavailable, Bateman stepped up as Lamar Jackson's top downfield option and hauled in a 22-yard TD just before halftime, giving the Ravens a 14-3 lead. The veteran wideout made a mental error that may have cost his team the game, however -- on Baltimore's final possession as the Ravens were looking to tie it up, he cut a route short and saw Jackson's pass attempt sail over his head for a game-ending interception. Flowers could be back as soon as next week, which would relegate Bateman to a supporting role again for a Week 3 road trip to Dallas.",2026-09-20 16:04:00,2026-09-24 20:37:16.310505,espn
638245,Derrick Henry,BAL,Active,,,,,Henry carried the ball 16 times for 68 yards and a touchdown and caught all three of his targets for 19 yards in Sunday's 24-17 loss to the Saints.,"The five-time Pro Bowler punched it in from one yard out on a wildcat snap late in the first quarter to open the scoring. Henry wasn't able to break any big gains, however, with his longest run going for just eight yards. He's made four trips to the end zone in two games to begin the season, piling up 214 rushing yards and 38 receiving yards as well, and Henry will look to keep rolling in a Week 3 road trip to Dallas.",2026-09-20 15:54:00,2026-09-24 20:37:16.310505,espn
638242,Lamar Jackson,BAL,Active,,,,,Jackson completed 21 of 31 passes for 235 yards and a touchdown and an interception while adding 34 rushing yards on four carries in Sunday's 24-17 loss to the Saints.,"After throwing for 324 yards and averaging 13.0 yards per attempt in a win over the Colts last week, Jackson's passing numbers fell back to earth with Zay Flowers (hamstring) sidelined. The star QB still had a chance to put together a game-tying drive late in the fourth quarter, but Rashod Bateman broke off a route early and Jackson's pass attempt deep into New Orleans territory got intercepted instead. It was Jackson's first INT in two games, and he's amassed 559 passing yards and 74 rushing yards with three total TDs (two passing, one rushing) heading into a Week 3 road trip to Dallas.",2026-09-20 15:46:00,2026-09-24 20:37:16.310505,espn
638074,T.J. Tampa,BAL,Injured Reserve,Knee,Leg,Not Specified,2026-10-18,The Ravens placed Tampa (knee) on injured reserve Saturday.,"Tampa was ruled out ahead of Sunday's game against the Saints due to his knee issue. The cornerback is the primary depth option for the Ravens' defense, meaning Chidobe Awuzie is now the primary backup if Marlon Humphrey or Nate Wiggins goes down with an injury. Tampa will now need to miss four games on IR before he is eligible to return to the active roster.",2026-09-19 16:26:00,2026-09-24 20:37:16.310505,espn
-2005865,Keondre Jackson,BAL,Active,,,,,,,2026-09-17 16:48:00,2026-09-24 20:37:16.310505,espn
639056,Ed Oliver,BUF,Questionable,Hip,Leg,Not Specified,2026-09-27,Oliver (hip) was limited during Thursday's practice.,"Oliver suffered a hip injury during warmups ahead of the 41-31 win over Detroit in Week 2. The veteran didn't practice Wednesday. However, since he was back in a limited capacity Thursday, it appears he's trending favorably toward returning for the Week 3 meeting with the Chargers. If Oliver ends up missing a second consecutive game, DeWayne Carter may continue to see more snaps.",2026-09-24 20:14:00,2026-09-24 20:37:16.310505,espn
639008,DJ Moore,BUF,Questionable,Shoulder - AC Joint,Arm,Not Specified,2026-09-27,Moore (shoulder) was listed as a non-participant in Thursday's practice.,"Moore kicked off Week 3 prep Wednesday as a limited participant, but it's unclear if his lack of activity a day later was the result of a setback or more of a pre-planned maintenance day while he tends to an AC joint sprain in his shoulder. In any case, what Moore is able to do during the Bills' final practice of the week Friday will ultimately determine whether he takes a designation into Sunday's game against the Chargers.",2026-09-24 16:18:00,2026-09-24 20:37:16.310505,espn
638976,Keon Coleman,BUF,Questionable,Ankle,Leg,Not Specified,2026-09-27,"Coleman (ankle) wasn't spotted at the start of Thursday's practice, Joe Buscaglia of The Athletic reports.","Both Coleman and DJ Moore (shoulder) appear to be sitting out practice Thursday, leaving Khalil Shakir, Joshua Palmer and Skyler Bell as Buffalo's only healthy wide receivers. Coleman will likely need to practice in some capacity Friday to give himself a chance to suit up for Sunday's game against the Chargers.",2026-09-24 13:45:00,2026-09-24 20:37:16.310505,espn
638886,Ty Johnson,BUF,Active,,,,,Johnson (hamstring) practiced fully Wednesday.,"Johnson thus is poised for his season debut Sunday against the Chargers after missing the first two games of the campaign due to a hamstring issue. Working behind James Cook and vying with Ray Davis for complementary RB reps doesn't afford Johnson much in terms of touches, as he's earned 170 in 44 regular-season games over the last three years as a member of the Bills.",2026-09-23 18:45:00,2026-09-24 20:37:16.310505,espn
638865,T.J. Sanders,BUF,Questionable,,Torso,Not Specified,2026-09-27,"Sanders (appendix) did not participate in Wednesday's practice, Katherine Fitzgerald of The Buffalo News reports.","Sanders did not play in the Bills' Week 2 win over the Lions due to a knee injury and an illness. The defensive tackle's absence during the first practice of Week 3 came for a different reason, as Sanders' appendix was surgically removed Tuesday. It remains unclear how long it will take the 23-year-old to return to football shape.",2026-09-23 18:07:00,2026-09-24 20:37:16.310505,espn
-2013371,Ar'maj Reed-Adams,BUF,Questionable,Elbow,Arm,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:36:00,2026-09-24 20:37:16.310505,espn
-2013352,Jordan Hancock,BUF,Questionable,Hamstring,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:35:00,2026-09-24 20:37:16.310505,espn
-2010188,Jude Bowry,BUF,Active,,,,,,,2026-09-21 13:07:00,2026-09-24 20:37:16.310505,espn
-2010189,Jalon Kilgore,BUF,Active,,,,,,,2026-09-21 13:07:00,2026-09-24 20:37:16.310505,espn
-2010187,Skyler Bell,BUF,Active,,,,,,,2026-09-21 13:07:00,2026-09-24 20:37:16.310505,espn
638032,Bradley Chubb,BUF,Active,,,,,"Chubb logged four tackles (two solo), including 1.5 sacks, in the Bills' 41-31 win over the Lions on Thursday night.","Chubb played just 40 of the Bills' 65 defensive snaps. The veteran pass rusher made good use of his snaps, getting to Jared Goff twice and assisting the team in defending Lions star running back Jahmyr Gibbs throughout the contest.",2026-09-18 22:48:00,2026-09-24 20:37:16.310505,espn
638028,Cole Bishop,BUF,Active,,,,,Bishop logged six tackles (five solo) in the Bills' 41-31 win over the Lions on Thursday night.,"Bishop entered game-day listed as questionable with a groin injury. The safety only logged limited practice sessions leading up to the game during a short week but managed to play all 65 defensive snaps in the contest. The third-year player out of Utah has become a versatile staple of the Bills' defense, frequently being moved toward the line of scrimmage and out wide when necessary.",2026-09-18 22:32:00,2026-09-24 20:37:16.310505,espn
638026,Christian Benford,BUF,Active,,,,,Benford logged eight tackles (five solo) and two passes defensed during the Bills' 41-31 win over the Lions on Thursday night.,"Benford led the Bills in tackles on the night, with linebacker Dorian Williams coming in second with six. Benford did yield a touchdown to Amon-Ra St. Brown at the start of the third quarter despite sticking tight to the wide receiver on a quick slant route. The team's primary outside cornerback played 64 out of the 65 defensive snaps over the course of the night.",2026-09-18 22:25:00,2026-09-24 20:37:16.310505,espn
638025,Terrel Bernard,BUF,Active,,,,,Bernard logged five tackles (three solo) and a pass defensed in the Bills' 41-31 win over the Lions on Thursday night.,"The linebacker was limited during Tuesday's practice session with a calf injury, but he played all 65 snaps in Thursday's victory. The highlight of the defensive captain's night came when he dropped Jahmyr Gibbs in the backfield for a one-yard loss during the second quarter.",2026-09-18 22:20:00,2026-09-24 20:37:16.310505,espn
638020,Greg Rousseau,BUF,Active,,,,,"Rousseau logged three solo tackles, including 2.0 sacks, in Thursday night's 41-31 win over the Lions.","Rousseau helped the Bills open the new Highmark Stadium in style, sacking Jared Goff twice and hitting him four times en route to the team's first regular-season win in the building. Rousseau's 4.0 sacks through two games in defensive coordinator Jim Leonhard's 3-4 defense already match half of the veteran linebacker's top single-season sack tally (8.0 in 2022 and 2024).",2026-09-18 22:09:00,2026-09-24 20:37:16.310505,espn
637997,Jackson Hawes,BUF,Active,,,,,Hawes accrued zero targets during Thursday's 41-31 victory over Detroit.,"Hawes started Thursday and played in 37 of the team's 74 offensive snaps, adding seven on special teams. However, the 25-year-old went without a catch (or target) for a second consecutive game. Hawes finished the 2025 campaign with 16 catches for 187 yards and three touchdowns in 17 regular-season games. Although there's a chance he will find the end zone this season, he'll likely have an uphill battle doing much more than blocking while Dalton Kincaid and Dawson Knox are healthy ahead of him.",2026-09-18 20:05:00,2026-09-24 20:37:16.310505,espn
637989,Ray Davis,BUF,Active,,,,,Davis returned one kickoff for 31 yards during Thursday's 41-31 win versus the Lions.,"Davis logged just eight offensive snaps in Week 2 despite Ty Johnson (hamstring) being inactive, and he did not record any carries or receptions. It appears unlikely he'll have much fantasy utility in the near future unless starter James Cook misses time.",2026-09-18 19:51:00,2026-09-24 20:37:16.310505,espn
637935,Dawson Knox,BUF,Active,,,,,Knox caught both of his passes for five yards and a touchdown during the Bills' 41-31 win over the Lions on Thursday.,"Knox was on the field for 56 of the Bills' 74 offensive snaps to mostly serve as a run blocker, though he was found by Josh Allen for a one-yard touchdown pass early in the second quarter to give the Bills a 21-0 lead. Dalton Kincaid is off to a hot start to the year, but Knox is a dark-horse candidate to see an uptick in targets from Allen if DJ Moore (shoulder) were to miss time. Up next for the Bills is a Week 3 home tilt Sunday, Sept. 27 against the Chargers, who allowed a 9-95-1 line on 12 targets to Trey McBride in a Week 1 loss to the Cardinals.",2026-09-18 18:11:00,2026-09-24 20:37:16.310505,espn
